Created,Title,Content
6/10/23,The Most Important Thing: Discovering Truth at the Heart of Life,"emotional ego—is held and felt within our chests. I think of it as the North Pole of our ego compass, for when we connect to emotional ego, we feel oriented and like our true selves"
6/10/23,The Most Important Thing: Discovering Truth at the Heart of Life,"There is a soft quality to meditation, a fluid quality, because your experience is constantly changing. It is all movement; if you try to stop the fluidity, you go against the natural"
6/10/23,The Most Important Thing: Discovering Truth at the Heart of Life,Ive found that only by taking complete responsibility for my moment-to-moment experience of being do I retain both a sense of sovereignty and a feeling of connectedness with whomever I may be in relationship to
6/10/23,The Most Important Thing: Discovering Truth at the Heart of Life,"with these moments as they arise, we start to trust in them and in the dark grace. We realize that it is in feeling lost that our true nature finds itself. In meditation we encounter ourselves, and it elicits a real honesty if we are ready for it"
6/10/23,The Most Important Thing: Discovering Truth at the Heart of Life,"When you are in a tough position, when you are facing something hard, when you feel challenged, when you feel like you are at your edge, it is a gift to have the willingness to stop, to sit with those moments, and not to look for the quick, easy resolution for that feeling. It is a kind of grace to be able and willing to open yourself entirely to the experience of challenge, of difficulty, and of insecurity"
6/10/23,Sadhana: A Way to God,To succeed in prayer it is essential to develop the ability to make contact with the present and to stay there
6/10/23,Sadhana: A Way to God,The best things in life are free—things like sight and health and love and freedom and life itself. The pity is that we do not really enjoy them
6/10/23,Sadhana: A Way to God,"The day you can be grateful for every single trifle in your life, for the moving train, for the water that runs down a tap when you open it, for the light that comes on when you press a switch, for clean sheets on your bed … your heart will be filled with a deep contentment and with almost continual joy"
6/10/23,Everyday Zen: Love and Work (Plus),incisive simplicity
6/10/23,Everyday Zen: Love and Work (Plus),"unhappy self to no-self, which is joy"
6/10/23,Everyday Zen: Love and Work (Plus),our mechanisms for avoidance are almost endless
6/10/23,Everyday Zen: Love and Work (Plus),constant unwillingness to bear our own suffering
6/10/23,Everyday Zen: Love and Work (Plus),we are entitled not to feel the pain of our lives
6/10/23,Everyday Zen: Love and Work (Plus),must. It takes enormous courage to have a real practice
6/10/23,Everyday Zen: Love and Work (Plus),our vows override our ordinary personal considerations:
6/10/23,Everyday Zen: Love and Work (Plus),"whole back-and-forth process, theres nothing but separation"
6/10/23,Everyday Zen: Love and Work (Plus),"But when we do that we never see this right-here-now, this very moment"
6/10/23,Everyday Zen: Love and Work (Plus),unhappiness to happiness is not the same as moving from struggle to joy
6/10/23,Everyday Zen: Love and Work (Plus),"Were trying to rid ourselves of our current difficulty, or at least understand"
6/10/23,Everyday Zen: Love and Work (Plus),"When we can see, we know what to do. And what we do will be loving and compassionate"
6/10/23,Everyday Zen: Love and Work (Plus),"life is clouded over for us. We are caught within our own selves, were caught in this barrier"
6/10/23,Everyday Zen: Love and Work (Plus),"Sadly, as long as we evade, we shut ourselves off from the wonder of what life is and what we are"
6/10/23,Everyday Zen: Love and Work (Plus),"When were lost in thought, when were dreaming, what have we lost? Weve lost reality. Our life has escaped us"
6/10/23,Everyday Zen: Love and Work (Plus),"Thats true zazen, true prayer, true religious practice. Eventually the anger (as physical experience) will begin to shift"
6/10/23,Everyday Zen: Love and Work (Plus),We are unable to burn up each circumstance as we encounter it. And the culprit is always our emotional attachment to the circumstance
6/10/23,Everyday Zen: Love and Work (Plus),"become integrated into Western culture, it requires a Western idiom: Chop wood, carry water must somehow become, Make love, drive freeway"
6/10/23,Everyday Zen: Love and Work (Plus),"The main cause for the barrier, and the main reason we fail to see that which is already so, is our fear of being hurt by that which seems separate from us"
6/10/23,Everyday Zen: Love and Work (Plus),"But if we surrender to the experiencing, if we embrace the tiger, it will always shift—because when we are the experience itself, there is no subject and no object"
6/10/23,Everyday Zen: Love and Work (Plus),"Please continue to sit with a group as often as you can, and see a good teacher as often as you can. If you do that, in time, this practice will be the best thing in your life"
6/10/23,Everyday Zen: Love and Work (Plus),"My initial response was, I should answer the letter. Thats conformity. Its required of me, I should do it. The second is, You cant make me. I dont have to do that. I can leave it sitting there"
6/10/23,Everyday Zen: Love and Work (Plus),"If we need to be seen in a particular way, we havent died. If we want to have things our way, we havent died. I havent died in any of these ways. Im just very aware of my attachments and I dont act on them very often"
6/10/23,Everyday Zen: Love and Work (Plus),"And the first step we must take is to move from unhappiness to happiness. Why? Because there is absolutely no way in which an unhappy person—a person disturbed by herself or himself, by others, by situations—can be the life of no-self"
6/10/23,Everyday Zen: Love and Work (Plus),"another kind of slavery: rebellion or nonconformity. People then insist, No one can tell me what to do! I need my own space, and I want everyone to stay out of it! In this phase we judge others harshly, and have strong negative opinions"
6/10/23,Everyday Zen: Love and Work (Plus),"Now thats one kind, and its valuable. But what we have to do in Zen practice is much harder. We have to pay attention to this very moment, the totality of what is happening right now. And the reason we dont want to pay attention is because its not always pleasant. It doesnt suit us"
6/10/23,Everyday Zen: Love and Work (Plus),"If we dont confuse ourselves we also know what we should be doing in life. But we do confuse ourselves. We engage in odd relationships that have no fruits in them; we get obsessed with a person, or with a movement, or with a philosophy. We do anything except live our life in a functional way"
6/10/23,Everyday Zen: Love and Work (Plus),"barrier of emotion-thought often takes the form of a vacillation between two poles. The one pole is conformity: sacrificing to the gods, sacrificing ourselves, pleasing life, pleasing others, being good, trying to be an ideal person, stifling what is true for us at any given moment. This is the person who tries to be good, who tries to practice hard, who tries to be enlightened, who tries, tries"
6/10/23,"South of the Border, West of the Sun: A Novel (Vintage International)",pavement
6/10/23,"South of the Border, West of the Sun: A Novel (Vintage International)",Sweet Thunder
6/10/23,"South of the Border, West of the Sun: A Novel (Vintage International)","Hers was a subdued sort of beauty, reminding me of some small animal deep in the woods who seldom showed its face"
